"concept_iri"	"notation"	"pref_label"	"definition"	"capture_timestamp"	"source_url"	"capture_count"	"sampled_capture_count"	"distinct_sampled_definitions"	"review_status"	"review_note"	"sampled_headings"	"errors"
"https://data.idnau.org/pid/vocab/atns-subcat/07dcb544-00ed-512d-9af0-a2d18865d9d3"	"164"	"Socio-Economic Agreement (Canada)"	"An agreement typically negotiated in the context of resource development between a company, various levels of government and the local community. It establishes a framework that promotes the efficient use of resources by Canada, the relevant province or territory, and the local residents. A socio-economic agreement recognises the potential impact of mining or exploration and seeks to promote the economic development and well-being of neighbouring communities."	"20140303160802"	"https://web.archive.org/web/20140303160802/http://atns.net.au/subcategory.asp?subcategoryID=164"	"7"	"3"	"1"	"stable"	""	"Socio-Economic Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/64c0b91c-926f-5d0c-8368-12601a23c8f2"	"165"	"Environmental Agreement (Canada)"	"An agreement typically negotiated in the context of resource development between a company, the federal government and the relevant provincial or territory government, frequently with the participation of local Aboriginal organisations. Environmental Agreements set out the responsibilities of the parties for the mitigation of any adverse impacts of a given development project."	"20140302103700"	"https://web.archive.org/web/20140302103700/http://atns.net.au/subcategory.asp?subcategoryID=165"	"7"	"3"	"1"	"stable"	""	"Environmental Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/300b61b1-8d08-5374-9ff8-b28c881f5b11"	"166"	"Impact and Benefits Agreement (IBA) (Canada)"	"A confidential agreement negotiated in the context of resource development between a company, the relevant provincial or territorial government and affected Aboriginal organisations. An IBA establishes the terms under which affected Aboriginal people will benefit from a development project. It is otherwise known as a participation agreement."	"20140302103714"	"https://web.archive.org/web/20140302103714/http://atns.net.au/subcategory.asp?subcategoryID=166"	"5"	"3"	"1"	"stable"	""	"Impact and Benefits Agreement (IBA) (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/011f1a86-2366-53c2-8f6d-a60006646e79"	"167"	"Mining Agreement (Canada)"	"Any agreement between mining companies, the two levels of government and local Aboriginal organisations regarding the construction and operation of mining projects."	"20140302103734"	"https://web.archive.org/web/20140302103734/http://atns.net.au/subcategory.asp?subcategoryID=167"	"6"	"3"	"1"	"stable"	""	"Mining Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/a8368baa-c7b2-5b8f-a071-57fe2a7ec152"	"168"	"Support Agreement (Canada)"	"A confidential agreement negotiated in the context of resource development between a company and the relevant provincial and territorial government, with the participation of local Aboriginal organisations. It contains provisions regarding the company’s commitment to support a local industry."	"20140303160809"	"https://web.archive.org/web/20140303160809/http://atns.net.au/subcategory.asp?subcategoryID=168"	"6"	"3"	"1"	"stable"	""	"Support Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/58e5a837-54f1-58e7-93cb-e780e6096ac2"	"169"	"Memorandum of Intent (MOI) (Canada)"	"An agreement which may constitute the first stage of the negotiation of a final agreement. An MOI sets out the objectives, principles, subject matter and process necessary to guide discussions. It reflects the commitment of the parties to proceed with negotiations."	"20140302103731"	"https://web.archive.org/web/20140302103731/http://atns.net.au/subcategory.asp?subcategoryID=169"	"7"	"3"	"1"	"stable"	""	"Memorandum of Intent (MOI) (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/0eb5fb8a-c7a0-5513-9544-e257fba66e8c"	"170"	"Partnership Agreement (Canada)"	"An agreement negotiated between a company and local Aboriginal organisations, reflecting the parties’ commitment to increased Aboriginal participation in resource development."	"20140303160744"	"https://web.archive.org/web/20140303160744/http://atns.net.au/subcategory.asp?subcategoryID=170"	"6"	"3"	"1"	"stable"	""	"Partnership Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/7cfbd20c-917a-5a6c-b2cc-9baa5762381b"	"171"	"Participation Agreement (Canada)"	"An agreement negotiated between a company and local Aboriginal organisations in the context of natural resource development projects. It may set out the principles to guide the working relationship of the parties, and establish the obligations of the parties regarding employment, training and business opportunities. It is otherwise be known as an Impact and Benefits Agreement."	"20140303160740"	"https://web.archive.org/web/20140303160740/http://atns.net.au/subcategory.asp?subcategoryID=171"	"6"	"3"	"1"	"stable"	""	"Participation Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/7b236814-e530-5bde-856c-b25535686470"	"172"	"Service Delivery Agreement (Canada)"	"An agreement between a First Nation or Aboriginal government or council and a municipal council for the provision of services to Aboriginal communities. May include services relating to emergency and rescue matters, waste and rubbish removal, regional and local parks, road maintenance, libraries, swimming pool operation, building inspection and dog control."	"20140303160756"	"https://web.archive.org/web/20140303160756/http://atns.net.au/subcategory.asp?subcategoryID=172"	"6"	"3"	"1"	"stable"	""	"Service Delivery Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/fa695837-692e-5ecd-954d-f00c369e7c2e"	"173"	"Inuit of Canada"	"Aboriginal peoples who reside in the eastern arctic and Arctic Ocean regions of the North West Territories, Northern Quebec and Labrador, formerly known as Eskimo."	"20140126160508"	"https://web.archive.org/web/20140126160508/http://atns.net.au/subcategory.asp?subcategoryID=173"	"6"	"3"	"1"	"stable"	""	"Inuit of Canada"	""
"https://data.idnau.org/pid/vocab/atns-subcat/f1e9e6d7-06bd-5773-bbb6-9d851c344924"	"174"	"Métis of Canada"	"The Métis Nation evolved in the historic north-west of Canada in the 18th and 19th centuries. Born of a mixture of French and Scottish fur traders and Cree, Ojibwa, Saulteaux, and Assiniboine women, the Métis in the north-west developed as a people, distinct from either Indian or European."	"20140126160524"	"https://web.archive.org/web/20140126160524/http://atns.net.au/subcategory.asp?subcategoryID=174"	"5"	"3"	"1"	"stable"	""	"Métis of Canada"	""
"https://data.idnau.org/pid/vocab/atns-subcat/7767aecc-ae64-5c1e-8fe6-b2b68c0cf7e4"	"175"	"Provincial/Territory Government (Canada)"	"A publicly elected government of a province or territory of Canada."	"20140125204743"	"https://web.archive.org/web/20140125204743/http://atns.net.au/subcategory.asp?subcategoryID=175"	"6"	"3"	"1"	"stable"	""	"Provincial/Territory Government (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/a7cf88da-5009-583e-a88f-5323d27c417a"	"176"	"Conservation Agreement"	"A voluntary agreement between the Commonwealth Government and a landowner for the protection and conservation of biodiversity and Aboriginal cultural heritage values in Australia."	"20200921180638"	"https://web.archive.org/web/20200921180638/https://atns.net.au/subcategory.asp?subcategoryID=176"	"9"	"3"	"1"	"stable"	""	"Conservation Agreement"	""
"https://data.idnau.org/pid/vocab/atns-subcat/395827ef-ba33-5bcc-96ff-bc0f3bd5d47a"	"299"	"Registered Aboriginal Party (Vic)"	"An applicant in a court hearing."	"20200921061516"	"https://web.archive.org/web/20200921061516/https://atns.net.au/subcategory.asp?subcategoryid=299"	"12"	"3"	"2"	"heading-mismatch"	"20070901081036: Applicant — An applicant in a Federal Court native title hearing. || 20110216102124: Applicant — An applicant in a Federal Court native title hearing. || 20200921061516: Applicant — An applicant in a court hearing."	"Applicant"	""
"https://data.idnau.org/pid/vocab/atns-subcat/5fef068a-6a72-5e16-8885-194d2e021bfe"	"302"	"Regional Partnership Agreement (RPA)"	"An agreement designed to provide a mechanism for establishing a uniform Commonwealth Government investment strategy across a region with respect to Indigenous Affairs. Such agreements are intended to provide a coordinated response to priorities identified for the region, thus eliminating duplication or gaps. Regional Partnership Agreements (RPAs) form part of the Commonwealth Government's new arrangements for Indigenous Affairs and service delivery. Where States and Territories have agreed, RPAs may also include State and Territory investment. The terms of RPAs will comply with the 'Framework Principles for Government Service Delivery' agreed by the Council of Australian Government in June 2004."	"20140319114201"	"https://web.archive.org/web/20140319114201/http://www.atns.net.au/subcategory.asp?subcategoryid=302"	"6"	"3"	"1"	"stable"	""	"Regional Partnership Agreement (RPA)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/28ea34b8-add0-5293-9708-7ff499b124b6"	"303"	"Unopposed Determination"	""	"20140125204457"	"https://web.archive.org/web/20140125204457/http://atns.net.au/subcategory.asp?subcategoryID=303"	"6"	"3"	"1"	"empty-definition"	"20070901081356: Unopposed Determination — [empty] || 20110216100151: Unopposed Determination — [empty] || 20140125204457: Unopposed Determination — [empty]"	"Unopposed Determination"	""
"https://data.idnau.org/pid/vocab/atns-subcat/428c348f-cb02-5b4a-9f58-b6172ccba9f9"	"307"	"Local Community of South Africa"	"A community local to a South African area."	"20140126160512"	"https://web.archive.org/web/20140126160512/http://atns.net.au/subcategory.asp?subcategoryID=307"	"6"	"3"	"2"	"definition-changed"	"20070911154729: Local Community of South Africa — [empty] || 20110216102240: Local Community of South Africa — A community local to a South African area. || 20140126160512: Local Community of South Africa — A community local to a South African area."	"Local Community of South Africa"	""
"https://data.idnau.org/pid/vocab/atns-subcat/cf3b9aee-3198-5049-bab0-fa15a46e1c06"	"311"	"Trustee Company"	""	"20200319040558"	"https://web.archive.org/web/20200319040558/https://www.atns.net.au/subcategory.asp?subcategoryID=311"	"5"	"3"	"1"	"empty-definition"	"20080719213613: Trustee Company — [empty] || 20110216102000: Trustee Company — [empty] || 20200319040558: Trustee Company — [empty]"	"Trustee Company"	""
"https://data.idnau.org/pid/vocab/atns-subcat/73e7ea31-7278-515a-ad91-72314b50074c"	"313"	"Party to a Deed of Settlement (New Zealand)"	"A party to the final settlement of an historical claim under the Treaty of Waitangi Act 1975 ."	"20140126160547"	"https://web.archive.org/web/20140126160547/http://atns.net.au/subcategory.asp?subcategoryID=313"	"4"	"3"	"1"	"stable"	""	"Party to a Deed of Settlement (New Zealand)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/fd0b443c-f78b-5840-926a-9b0080a9ebdb"	"314"	"Land Restitution Agreement (South Africa)"	"‘Land restitution agreement’ is a term which describes the subject matter of an agreement, rather than a specific category of agreement. A land restitution agreement is an agreement which includes the transfer of land to people or communities unfairly deprived of their land under under apartheid-era policies, whether or not that land transfer is associated with a claim under the Restitution of Land Rights Act 1994. Under s 14(3) of that Act, parties to a land restitution claim can reach agreement on the terms of their settlement, and that agreement may then be endorsed by the Land Claims Court as an order of the court."	"20110216115005"	"https://web.archive.org/web/20110216115005/http://atns.net.au/subcategory.asp?subcategoryID=314"	"5"	"2"	"1"	"stable"	""	"Land Restitution Agreement (South Africa)"	"20150330122419: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/53c4c72c-0c84-5487-b3b9-13134a218163"	"316"	"Joint Venture Agreement (South Africa)"	"A Joint Venture Agreement is a commercial agreement creating a business partnership whereby the two or more parties each take up part ownership of a commercial venture."	"20080724075416"	"https://web.archive.org/web/20080724075416/http://atns.net.au/subcategory.asp?subcategoryID=316"	"5"	"1"	"1"	"single-sample"	"20080724075416: Joint Venture Agreement (South Africa) — A Joint Venture Agreement is a commercial agreement creating a business partnership whereby the two or more parties each take up part ownership of a commercial venture."	"Joint Venture Agreement (South Africa)"	"20110216114931: URLError: <urlopen error [Errno 61] Connection refused> | 20150330234854: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/a49a985c-aa37-5165-8e47-e59a724f040e"	"320"	"Policy/Strategy (South Africa)"	"South African national or local government policy or strategy."	"20140126160629"	"https://web.archive.org/web/20140126160629/http://atns.net.au/subcategory.asp?subcategoryID=320"	"5"	"1"	"1"	"single-sample"	"20140126160629: Policy/Strategy (South Africa) — South African national or local government policy or strategy."	"Policy/Strategy (South Africa)"	"20080719055854: URLError: <urlopen error [Errno 61] Connection refused> | 20110216103101: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/b6d2bb0f-4564-5bb9-b667-3700821f5a5b"	"321"	"Black Economic Empowerment Transaction (South Africa)"	"A Black Economic Empowerment transaction is the transfer of all or part of the ownership, management or benefits of an enterprise or productive asset to the control of ‘historically disadvantaged South Africans’ (HDSAs), a term which includes black, coloured and Indian South Africans, women and the disabled. These transactions are one aspect of Black Economic Empowerment, a policy designed to ‘increase broad-based and effective participation of black people in the economy’ ( Broad-Based Black Economic Empowerment Act , 2003)."	"20150330235529"	"https://web.archive.org/web/20150330235529/http://www.atns.net.au/subcategory.asp?subcategoryid=321"	"5"	"3"	"1"	"stable"	""	"Black Economic Empowerment Transaction (South Africa)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/ccad408c-37fe-5a36-a785-baf3b25cdce9"	"324"	"Indigenous Management Agreement (Aboriginal Land Act) (Queensland)"	"An agreement made in accordance with s 83G of the Aboriginal Land Act 1991 (Qld). It concerns the management of land that has been designated a ""national park (Cape York Peninsula Aboriginal land)"" under the Nature Conservation Act 1992 (Qld), as amended by the Cape York Peninsula Heritage Act 2007 (Qld)."	"20160425181655"	"https://web.archive.org/web/20160425181655/http://atns.net.au/subcategory.asp?subcategoryid=324"	"1"	"1"	"1"	"single-sample"	"20160425181655: Indigenous Management Agreement (Aboriginal Land Act) (Queensland) — An agreement made in accordance with s 83G of the Aboriginal Land Act 1991 (Qld). It concerns the management of land that has been designated a ""national park (Cape York Peninsula Aboriginal land)"" under the Nature Conservation Act 1992 (Qld), as amended by the Cape York Peninsula Heritage Act 2007 (Qld)."	"Indigenous Management Agreement (Aboriginal Land Act) (Queensland)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/9dcbe1a3-5e12-5b7e-bf28-8badef099c68"	"325"	"Traditional Use Marine Resource Agreement (TUMRA)"	"Traditional Use Marine Resource Agreements (TUMRAs) are formal agreements developed by Traditional Owners and the Great Barrier Reef Marine Park Authority to provide for cooperation in the conduct and monitoring of indigenous hunting activities within the Great Barrier Reef Marine Park."	"20160425152514"	"https://web.archive.org/web/20160425152514/http://atns.net.au/subcategory.asp?subcategoryid=325"	"3"	"1"	"1"	"single-sample"	"20160425152514: Traditional Use Marine Resource Agreement (TUMRA) — Traditional Use Marine Resource Agreements (TUMRAs) are formal agreements developed by Traditional Owners and the Great Barrier Reef Marine Park Authority to provide for cooperation in the conduct and monitoring of indigenous hunting activities within the Great Barrier Reef Marine Park."	"Traditional Use Marine Resource Agreement (TUMRA)"	"20110328083559: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/960ba21e-42c4-504f-8c8c-5b3683f70067"	"326"	""	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/123a2199-09c1-53e0-9c4d-6ae2033ea91c"	"330"	"COAG Agreement"	"Includes health agreements: NPA, OBIP, and National Agreements"	"20190823004400"	"https://web.archive.org/web/20190823004400/https://www.atns.net.au/subcategory.asp?subcategoryid=330"	"1"	"1"	"1"	"single-sample"	"20190823004400: COAG Agreement — Includes health agreements: NPA, OBIP, and National Agreements"	"COAG Agreement"	""
"https://data.idnau.org/pid/vocab/atns-subcat/2e0a88f3-2189-5129-9101-57be0d2aefbc"	"331"	"Aboriginal Community Controlled Health Service Agreement"	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/410f394f-f53a-5ab1-bc86-8b1fe5a901ba"	"332"	"Alcohol Management Plan"	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/c97ff061-87de-5580-9efc-4dd4eb83f378"	"333"	"Aboriginal Community Controlled Health Organisation Peak Body Agreement"	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/3d310e0d-33b7-55f2-bbcc-8abbdcf1bdf5"	"334"	""	""	"20200319040603"	"https://web.archive.org/web/20200319040603/https://www.atns.net.au/subcategory.asp?subcategoryID=334"	"1"	"1"	"1"	"empty-definition"	"20200319040603:  — [empty]"	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/387735e3-2e17-5da6-aaf8-bf7d5a946dcf"	"335"	""	""	"20200319035940"	"https://web.archive.org/web/20200319035940/https://www.atns.net.au/subcategory.asp?subcategoryID=335"	"1"	"1"	"1"	"empty-definition"	"20200319035940:  — [empty]"	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/61baccc9-0196-5528-a334-1ebd2c143b73"	"337"	"Settlement Agreement"	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/c88cb62c-6b71-5ed4-81b5-06ef97ad6941"	"338"	""	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/a4b8cda9-3ccd-5f45-966c-68599b042062"	"339"	""	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/b495993a-c784-53dc-8511-4bc6e7594137"	"340"	""	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/9cde7d45-5757-5d67-9fea-1c29e3b8a9f9"	"341"	"Petitioner/s"	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/c868472d-2d34-594a-8479-8ab66eddde4e"	"342"	"State Party"	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
"https://data.idnau.org/pid/vocab/atns-subcat/0057a2c2-f2e6-5896-942d-c99eeaa42337"	"345"	"Traditional Owner Group"	""	""	""	"0"	"0"	"0"	"missing-capture"	""	""	""
